uniqueid,suffix,name,address,city,state,partner
9048,A,SUN Owner Occupied Rehab,5410 North Derbigny Street,New Orleans,LA,Southern United Neighborhoods
9049,A,SUN Owner Occupied Rehab - City of New Orleans HOME,1136 Deslonde Street,New Orleans,LA,Southern United Neighborhoods
9050,A,SUN Owner Occupied Rehab - City of New Orleans HOME,1440 Reynes Street,New Orleans,LA,Southern United Neighborhoods
9051,A,SUN Owner Occupied Rehab - City of New Orleans HOME,1618 Choctaw Street,New Orleans,LA,Southern United Neighborhoods
9052,A,SUN Owner Occupied Rehab - City of New Orleans HOME,1639 Charbonnet Street,New Orleans,LA,Southern United Neighborhoods
9053,A,SUN Owner Occupied Rehab - City of New Orleans HOME,1825 Gordon Street,New Orleans,LA,Southern United Neighborhoods
9054,A,SUN Owner Occupied Rehab - City of New Orleans HOME,1915 Flood Street,New Orleans,LA,Southern United Neighborhoods
9055,A,SUN Owner Occupied Rehab - City of New Orleans HOME,2212 Benton Street,New Orleans,LA,Southern United Neighborhoods
9056,A,SUN Owner Occupied Rehab - City of New Orleans HOME,2216 Choctaw Street,New Orleans,LA,Southern United Neighborhoods
9057,A,SUN Owner Occupied Rehab - City of New Orleans HOME,2519 Delery Street,New Orleans,LA,Southern United Neighborhoods
9058,A,SUN Owner Occupied Rehab - City of New Orleans HOME,2549 Delery Street,New Orleans,LA,Southern United Neighborhoods
9059,A,SUN Owner Occupied Rehab - City of New Orleans HOME,2612 Lamanche Street,New Orleans,LA,Southern United Neighborhoods
9060,A,SUN Owner Occupied Rehab - City of New Orleans HOME,5418 North Robertson Street,New Orleans,LA,Southern United Neighborhoods
9061,A,SUN Owner Occupied Rehab - City of New Orleans HOME,6422 North Derbigny Street,New Orleans,LA,Southern United Neighborhoods
9062,A,The Edmundites,Orleans and North Dupre,New Orleans,LA,Providence Community Housing
9063,A,The Muses I & II,1700  Baronne Street,New Orleans,LA,Gulf Coast Housing Partnership
9064,A,The Willows Apartments,7001 Lawrence Road,New Orleans,LA,Gulf Coast Housing Partnership
9065,A,Tulane,1100 Tulane,New Orleans,LA,Renaissance Neighborhood Development Corporation
9066,A,United Way/LHFA,6432 Lafaye,New Orleans,LA,Project Homecoming
9067,A,VA Historic Homes - City of New Orleans HOME,"1560 North Johnson, 1601 Dumaine, 1715 Saint Ann, 1727 St Ann, 2501 Ursulines, 2630 Palmyra",New Orleans,LA,Providence Community Housing
9068,A,VA Home Rehab Project,1323 S. DERBIGNY STREET,New Orleans,LA,Neighborhood Development Foundation
9069,A,VA Home Rehab Project,3600 Second Street,New Orleans,LA,Neighborhood Development Foundation
9070,A,VA Home Rehab Project,3614 Washington,New Orleans,LA,Neighborhood Development Foundation
9071,A,VA Home Rehab Project,3914 Erato,New Orleans,LA,Neighborhood Development Foundation
9072,A,Venus Garden/Central City,1712 O.C. Haley Blvd.,New Orleans,LA,Gulf Coast Housing Partnership
9073,A,Viet Village,57020 Chef Menteur Highway,New Orleans,LA,MQVN Community Development Corporation
9074,A,Viet Village,57020 Chef Menteur Highway,New Orleans,LA,MQVN CDC
9075,A,Villa St Maurice,500 St Maurice Ave,New Orleans,LA,
9076,A,Villa St Maurice,500 St Maurice Ave,New Orleans,LA,
9077,A,Village of Versailles,14369 Saigon Drive,New Orleans,LA,Mirus Partners
9078,A,Village of Versailles,14369 Saigon Drive,New Orleans,LA,Mirus New Orleans LLC
9079,A,Village of Versailles Bridge,14369 Saigon Drive,New Orleans,LA,0
9080,A,Volunteer,3937 Iroquois,New Orleans,LA,Project Homecoming
9081,A,Whitehouse Hotel,921 Canal Street,New Orleans,LA,
9082,A,Wisdom Manor,8900 QUINCE STREET,New Orleans,LA,Humanitas
9083,A,"Wisdom Manor, L.L.C.",4324 General Ogden Street,New Orleans,LA,Humanitas
9084,A,Youth Rebuild,428 S. Olympia,New Orleans,LA,Project Homecoming
9085,A,CLINTON PLACE APARTMENTS,41 CLINTON PL,NEW ROCHELLE,NY,"Westhab, Inc."
9086,A,Shiloh Senior Citizens Apartments,29 Kress Avenue,New Rochelle,NY,Faith Fund
9087,A,Shiloh Senior Citizens Apartments,29 Kress Avenue,New Rochelle,NY,"Westhab, Inc"
9088,A,Shiloh Senior Citizens Apartments,29 Kress Avenue,New Rochelle,NY,"Westhab, Inc"
9089,A,Westhab New Rochelle (participation),11 Burling Lane,New Rochelle,NY,"Westhab, Inc"
9090,A,Cuomo Plaza,New Square Public Housing,New Square,NY,CPD Management
9091,A,New Square Family Housing,7-37 Buchanan Road,New Square,NY,Village of New Square Housing Authority
9092,A,New Square II,63-86 Buchanan Lane,New Square,NY,Buchanan Heights Development Corp.
9093,A,New Square-Housing Authority,,New Square,NY,New Square Family Housing
9094,A,NSLPV,30-124 Polnoya Road,New Square,NY,Village of New Square Housing Authority
9095,A,101 Barnum Avenue,101 Barnum Avenue,New York,NY,Bridgeport Neighborhood Trust
9096,A,105th Street Cluster,2018 Third Avenue (aka 188 E. 111th St),New York,NY,"W.G. & Associates Management & Development, LLC"
9097,A,107-109 Avenue D,107-109 Avenue D,New York,NY,"Community Access, Inc"
9098,A,107-145 West 145th Street,107-145 West 145th Street,New York,NY,Jonathan Rose Co.
9099,A,109 Avenue D,109 Avenue D,New York,NY,"Community Access, Inc"
9100,A,1109 Findlay Avenue,1109 Findlay Avenue,New York,NY,
9101,A,1115 College Avenue,1115 College Avenue,New York,NY,
9102,A,1134 Wheeler Avenue,1134 Wheeler Avenue,New York,NY,
9103,A,1249 Webster Avenue,1249 Webster Avenue,New York,NY,
9104,A,129th Street Cluster,152 W. 130th St.,New York,NY,C&C Management
9105,A,147 W. 145th St.,147 West 145th Street,New York,NY,Lemor Realty Corp
9106,A,147 West 145th Street,,New York,NY,Lemor Realty Corp
9107,A,147 West 145th Street,147 West 145th Street,New York,NY,Lemor Realty Corp
9108,A,159th St. Community League/Better Living,503 W. 158th St.,New York,NY,Community League of the Heights
9109,A,165 West 80th Street,165 W 80th St.,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9110,A,"17 Family Units, 26 Supportive Units",2142 Amsterdam Avenue,New York,NY,Community League of the Heights
9111,A,176-180 Eldridge St.,176-180 Eldridge St.,New York,NY,Asian Americans for Equality (AAFE)
9112,A,1775 Houses,107-129 East 126th Street,New York,NY,Tahl-Propp
9113,A,1880 Adam Clayton Powell Blvd,1880 Adam Clayton Powell Blvd,New York,NY,
9114,A,191 Madison Street,191 Madison Street,New York,NY,Asian Americans for Equality (AAFE)
9115,A,191 Madison Street,191 Madison Street,New York,NY,LMDC/HPD Chinatown Acquisition
9116,A,"2 New York Groups: Brooklyn Neighborhood Improvement Association, Ridgewood Bushwick Senior Citizens Council",,New York,NY,"2 New York Groups: Brooklyn Neighborhood Improvement Association, Ridgewood Bushwick Senior Citizens Council"
9117,A,2 West 129th Street,,New York,NY,P & M Management Realty Corp.
9118,A,2 West 129th Street,2 West 129th Street,New York,NY,ET Management
9119,A,203k-,203k-Pratt Area Community Council,New York,NY,Pratt Area Community Council
9120,A,2113 Amsterdam Ave,2113 Amsterdam Ave,New York,NY,Community League of the Heights
9121,A,2295-2299 2nd Ave.,2295-2299 2nd Ave.,New York,NY,"Youth Action Program and Homes, Inc."
9122,A,244 Elizabeth Street,244 Elizabeth Street,New York,NY,HPD TIL
9123,A,258 East 4th Street,258 - 266 East 4th St.,New York,NY,"Community Access, Inc"
9124,A,34 St. Nicholas Place,34 St. Nicholas Place,New York,NY,Ecumenical Community Development Organization
9125,A,35 Alex Street,35 Alex Street,New York,NY,Bridgeport Neighborhood Trust
9126,A,36 St. Nicholas Place,36 St. Nicholas Place,New York,NY,Ecumenical Community Development Organization
9127,A,"4 NY Groups (Asian Americans for Equality, Lower East Side CHDC, Community League of West  159th St, West Harlem Community Organization)",,New York,NY,"4 NY Groups (Asian Americans for Equality, Lower East Side CHDC, Community League of West  159th St, West Harlem Community Organization)"
9128,A,411 - 413 Lenox Avenue,411 Lenox Avenue,New York,NY,Lemor Realty Corporation
9129,A,453-5 West 166th Street,453-5 West 166th Street,New York,NY,Northern Manhattan Improvement Corp.
9130,A,483 Washington Ave,483 Washington Ave,New York,NY,Pratt Area Community Council
9131,A,513 West 159th Street,513 West 159th Street,New York,NY,Community League of the Heights
9132,A,"515, 517, 521 W. 159th St.","515, 517, 521 W. 159th St.",New York,NY,Community League of the Heights
9133,A,524 West 159th St. Project,524 West 159th St. Project,New York,NY,Artimus Construction
9134,A,552 Academy Street,552 Academy Street,New York,NY,Alembic Development Company
9135,A,610 West 178th Street HDFC,610 West 178th Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9136,A,625 West 140th St,625 West 140th St,New York,NY,Fortune Society
9137,A,625 West 140th Street,625 West 140th Street,New York,NY,The Fortune Society
9138,A,772 East 168,1189 Tinton Avenue/772 East 168,New York,NY,"Community Access, Inc"
9139,A,80 Madison Street,81 Madison Street,New York,NY,Asian Americans for Equality (AAFE)
9140,A,81 Madison,81 Madison Street,New York,NY,"Asian Americans for Equality, Inc."
9141,A,87 Rivington Street,87 Rivington Street,New York,NY,Asian Americans for Equality
9142,A,89 Howard,89 Howard,New York,NY,CityHome
9143,A,8th Avenue Cluster,8th Avenue Cluster,New York,NY,Odessa Apartments LLC
9144,A,8th Avenue Cluster,8th Avenue Cluster,New York,NY,Odessa Apartments LLC
9145,A,9-15 Adrian and 52 Arden Street,"9-15 Adrian Avenue, 52 Arden Street",New York,NY,"Lemle & Wolff, Inc."
9146,A,AAFE Predev LOC 2017,2 Allen Street,New York,NY,
9147,A,ABCs of Comm Development Program,,New York,NY,Pratt Institute
9148,A,Abraham Residence II,3811 Surf Avenue,New York,NY,Metropolitan Council on Jewish Poverty
9149,A,Academy Row,"541, 545, 553, 565 Academy Street",New York,NY,"Lemle & Wolff, Inc."
9150,A,Access Development Fund,,New York,NY,Access Development Fund
9151,A,Addicts Rehabilitation Center,201 West 122nd Street,New York,NY,Addicts Rehabilitation Center
9152,A,Addicts Rehabilitation Center,201 West 122nd Street,New York,NY,Addicts Rehabilitation Center
9153,A,Addicts Rehabilitation Center,57-73 East 128th St,New York,NY,Addicts Rehabilitation Center
9154,A,Addicts Rehabilitation Center,57-73 East 128th St,New York,NY,Addicts Rehabilitation Center
9155,A,AK Houses,112-128 East 128th Street,New York,NY,"1330 Skyline, LLC"
9156,A,Alianza Dominicana,530 West 166th Street,New York,NY,"Alianza, LLC"
9157,A,All New York Groups,,New York,NY,All New York Groups
9158,A,All Saints,"1948 Park Ave, 55 East 131st St, 50-58 E 132nd St",New York,NY,St. Frances De Sales Development Corporation
9159,A,All Saints,"1948 Park Ave, 55 East 131st St, 50-58 E 132nd St",New York,NY,St. Frances De Sales Development Corporation
9160,A,All Saints,58 East 132 Street,New York,NY,St. Frances De Sales Development Corporation
9161,A,Amsterdam Avenue,,New York,NY,
9162,A,Amsterdam Avenue Cluster,2110 Amsterdam Ave,New York,NY,Community League of the Heights
9163,A,ANCP Chelsea,201-207 7th Ave,New York,NY,"Asian Americans for Equality, Inc."
9164,A,ANCP Lower East Side,"406-408 E 10th St, 533 E 11th St, 513 E 12th St, 656 E 12th St",New York,NY,"Asian Americans for Equality, Inc."
9165,A,Aquinas Housing Corporation,,New York,NY,Aquinas Housing Corp.
9166,A,Asian Ameicans for Equality,,New York,NY,Asian Americans for Equality (AAFE)
9167,A,Augusta Savage Houses,"St. Nicholas Place, St. Nicholas Avenue and Amsterdam Avenue",New York,NY,Ecumenical Community Development Organization
9168,A,Becom Real Construction Company,,New York,NY,Becom Real Construction Company
9169,A,Bedford Stuyvesant NSA II,,New York,NY,Pratt Area Community Council
9170,A,Bed-Stuy Historical,157 Halsey Street,New York,NY,Pratt Area Community Council
9171,A,Borinquen Apartments,162 E. 111 St.,New York,NY,"El Barrio: Operation Fightback, Inc."
9172,A,Bremond Houses,123-25-27 Edgecombe Ave.,New York,NY,Black United Fund of New York
9173,A,Broadway Triangle Collaborative,,New York,NY,Ridgewood-Bushwick Senior Citizens Council
9174,A,Canterbury Heights CDC,,New York,NY,Canterbury Heights Development Corp.
9175,A,Capitol Hall,168 West 87th St,New York,NY,Goddard Riverside Community Center
9176,A,Capitol Hall,168 West 87th Street,New York,NY,Goddard Riverside Community Center
9177,A,Carol L. Watson & Bitman Rivas Houses,"228 East 3rd St., 299 East 3rd St",New York,NY,Lower East Side Peoples Mutual Housing Association
9178,A,Casa de Esperanza,8-12 Ave. B,New York,NY,Lower East Side Peoples Mutual Housing Association
9179,A,Casa La Quinta,1431 Fifth Avenue,New York,NY,"El Barrio: Operation Fightback, Inc."
9180,A,Casa Mutua,159-161 E. 102nd St.,New York,NY,Lenox Hill Neighborhood Houses
9181,A,"Casa Renacer, L.P.",154-60 East 122nd Street,New York,NY,"Weston United Community Renewal, Inc. (HDFC)"
9182,A,Casa Reneseer,,New York,NY,"Weston United Community Renewal, Inc. (HDFC)"
9183,A,Cathedral Parkway Development L.P.,"212-14 West 111th Street, 216-18 West 111th Street, 282 West 113th Street, 225 West 115th Street, 235 West 115th Street",New York,NY,Global Partners
9184,A,CENTRAL HARLEM,226 BRADHURST AVE,NEW YORK,NY,"Community Assisted Tenant Controlled Housing, Inc."
9185,A,Central Harlem 203K HDFC,140 West 131st Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9186,A,Central Harlem 203K HDFC,147 West 131st Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9187,A,Central Harlem 203K HDFC,157 West 131st Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9188,A,Central Harlem 203K HDFC,203-205 West 134th Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9189,A,Central Harlem 203K HDFC,3 West 119th Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9190,A,Central Harlem 203K HDFC,510 West 168th Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9191,A,Central Harlem 203K HDFC,543 West 159th Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9192,A,Central Harlem Mutual Housing Association HDFC,201 West 144th Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9193,A,Central Harlem Mutual Housing Association HDFC,234 Bradhurst Avenue,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9194,A,Central Harlem Mutual Housing Association HDFC,261 West 116th Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9195,A,Central Harlem Mutual Housing Association HDFC,270 Rochester Avenue,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9196,A,Central Harlem Mutual Housing Association HDFC,377 Edgecombe Avenue,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9197,A,Central Harlem Mutual Housing LP,302 West 152nd Street,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9198,A,Chelsea Court,105 W. 17th St.,New York,NY,Palladia
9199,A,Chinatown Preservation,112 Eldrige St; 191 Madison St; 28-30 Henry Street; 58-62 Hester St; 81 Baxter St,New York,NY,Asian Americans for Equality (AAFE)
9200,A,Citizen's Housing and Planning Council,,New York,NY,Citizen's Housing and Planning Council
9201,A,Clinton 40th Street,543 9th Ave.,New York,NY,Clinton Housing Development Company
9202,A,Clinton Chelsea,463 W. 35th Street,New York,NY,Clinton Housing Development Company
9203,A,Clinton HDC- Flats thrus NRP,,New York,NY,Clinton Housing Development Company
9204,A,Clinton Houses,95 Clinton St.,New York,NY,Asian Americans for Equality (AAFE)
9205,A,Clinton Housing Development Co.Inc,,New York,NY,Clinton Housing Development Company
9206,A,Clinton Housing Development Company,,New York,NY,Clinton Housing Development Company
9207,A,Clinton Housing Development Company,,New York,NY,Clinton Housing Development Company
9208,A,Clinton Housing West 40th Partners,West 40th,New York,NY,Clinton Housing Development Company
9209,A,Clinton Housing West 52nd Street,564 W. 52nd St.,New York,NY,Clinton Housing Development Company
9210,A,CLOTH - Amsterdam Ave,2110 Amsterdam Avenue,New York,NY,"Community League of the Heights, Inc."
9211,A,CLOTH - The Eliza/Inwood,4790 Broadway,New York,NY,"Community League of the Heights, Inc."
9212,A,CLOTH Supportive Housing Project,,New York,NY,Community League of the Heights
9213,A,CLOTH Supportive Housing Project,,New York,NY,Community League of the Heights
9214,A,Coalition Plaza,67 Avenue D,New York,NY,"Lower East Side Coalition for Housing Development, Inc."
9215,A,Coalition Plaza II,33 Avenue D,New York,NY,"Lower East Side Coalition for Housing Development, Inc."
9216,A,Community Assisted Tenant Controlled Housing,,New York,NY,"Community Assisted Tenant Controlled Housing, Inc."
9217,A,Community League,,New York,NY,Community League of the Heights
9218,A,Cooper Square,200 East 5th Street,New York,NY,Jewish Association for Services for the Aged
9219,A,Cooper Square Supportive Housing,29 E 2nd St,New York,NY,"Community Access, Inc."
9220,A,Cordelia Cooper,143 W. 111 St.,New York,NY,Stanley Reifer/Peter Clinton
9221,A,Corner House Apartments,131 Edgecombe Avenue at 141st Street,New York,NY,Goddard Riverside Community Center
9222,A,Cornerstone,Lenox Avenues between 130th & 131st,New York,NY,Abyssinian Development Corporation
9223,A,Dendur Genesis II Apts.,504 W 126 St,New York,NY,Hamilton Heights Development Corp.
9224,A,Dendur Genesis II Apts.,504-506  West 126th St.,New York,NY,Hamilton Heights Development Corp.
9225,A,DEP Site,"Jamaica at Wyona through Sunnyside Ave (Block 3487, lot 20)",New York,NY,Cypress Hills
9226,A,DeSales Assisted Living,1261 5th Avenue,New York,NY,St. Frances De Sales Development Corporation
9227,A,DeSales Assisted Living,1261 5th Avenue,New York,NY,St. Frances De Sales Development Corporation
9228,A,Dinkins Gardens/ fka West 153rd Street HDFC,"259-267 West 153rd Street, 248-250 West 154th Stre",New York,NY,"Harlem Congregation for Community Improvements, Inc."
9229,A,Dinkins Gardens/W. 153rd Street,263 West 153rd Street,New York,NY,"Harlem Congregation for Community Improvements, Inc."
9230,A,Diversity House - LESPMA (W),242 E 2ND ST,New York,NY,Lower East Side Peoples Mutual Housing Association
9231,A,"Diversity Houses, L.P.",227 - 231 East 3rd St,New York,NY,Lower East Side Peoples Mutual Housing Association
9232,A,Dorothy McGowan HDFC,518-520 West 159th Street,New York,NY,Community League of the Heights
9233,A,Dorothy McGowan LP,518-520 West 159th St,New York,NY,Community League of the Heights
9234,A,DV Task Force,,New York,NY,New Destiny Housing Corporation
9235,A,E. 115 St. Cluster - 5B: Phase I /Guerrero,,New York,NY,Bill Guerrero - City Property Management
9236,A,E.115 Street,,New York,NY,Bill Guerrero - City Property Management
9237,A,East 105th Street - Phase II,161 E 106TH ST,New York,NY,Bill Guerrero - City Property Management
9238,A,East 105th Street - Phase II,161 E 106TH ST,New York,NY,Bill Guerrero - City Property Management
9239,A,East 111th Street Cluster,221-223 East 111 St.,New York,NY,"W.G. & Associates Management & Development, LLC"
9240,A,East 115th Street Cluster,"170 E 105th St, 63 E 115th St, 115 E 115th St, 165 E 115th St, 61 E 117th St, 1664-66 Park Ave, 1755-57 Madison Ave",New York,NY,Bill Guerrero - City Property Management
9241,A,"East 115th Street, LP",East 115th Street (single phase project),New York,NY,Bill Guerrero - City Property Management
9242,A,East 11th Street,535-537 East 11th Street,New York,NY,Lower East Side Peoples Mutual Housing Association
