,left_side,right_side,similarity
0,10 Academy St.(existing office) - Bridge 10 Academy St.,10 Academy St.(existing office) - Bridge 10 Academy St.,0.9999999999999997
1,10 Academy St.(existing office) - Bridge 10 Academy St.,10 S. Academy(office) ReFi BWE 10 South Academy Street,0.22164679654558478
2,10 Academy St.(existing office) - Bridge 10 Academy St.,Academy Terrace 6401 Academy Road NE,0.1054738104825917
3,10 Academy St.(existing office) - Bridge 10 Academy St.,Fox School 10 E. Main St.,0.08519293983836848
4,10 Academy St.(existing office) - Bridge 10 Academy St.,Broderick Tower 10 Witherell Street,0.06251342622098294
5,10 S. Academy(office) ReFi BWE 10 South Academy Street,10 S. Academy(office) ReFi BWE 10 South Academy Street,0.9999999999999999
6,10 S. Academy(office) ReFi BWE 10 South Academy Street,10 Academy St.(existing office) - Bridge 10 Academy St.,0.22164679654558478
7,10 S. Academy(office) ReFi BWE 10 South Academy Street,Academy Terrace 6401 Academy Road NE,0.11035184423212757
8,10 S. Academy(office) ReFi BWE 10 South Academy Street,Broderick Tower 10 Witherell Street,0.07335197954953877
9,10 S. Academy(office) ReFi BWE 10 South Academy Street,Fox School 10 E. Main St.,0.06583457277820125
10,100 Homes Initiative 11625 Buckingham Avenue,100 Homes Initiative 11625 Buckingham Avenue,1.0000000000000002
11,100 Homes Initiative 11625 Buckingham Avenue,100 Homes Initiative 12112 Longmead Avenue,0.20476223803733828
12,100 Homes Initiative 11625 Buckingham Avenue,100 Homes Initiative 8110 Platt Avenue,0.20476223803733828
13,100 Homes Initiative 11625 Buckingham Avenue,100 Homes Initiative 12512 Milligan Avenue,0.20476223803733828
14,100 Homes Initiative 11625 Buckingham Avenue,100 Homes Initiative 3283 E. 130th Street,0.1946240243024769
15,100 Homes Initiative 12112 Longmead Avenue,100 Homes Initiative 12112 Longmead Avenue,1.0
16,100 Homes Initiative 12112 Longmead Avenue,100 Homes Initiative 11625 Buckingham Avenue,0.20476223803733828
17,100 Homes Initiative 12112 Longmead Avenue,100 Homes Initiative 8110 Platt Avenue,0.20476223803733828
18,100 Homes Initiative 12112 Longmead Avenue,100 Homes Initiative 12512 Milligan Avenue,0.20476223803733828
19,100 Homes Initiative 12112 Longmead Avenue,100 Homes Initiative 3283 E. 130th Street,0.1946240243024769
20,100 Homes Initiative 12512 Milligan Avenue,100 Homes Initiative 12512 Milligan Avenue,1.0
21,100 Homes Initiative 12512 Milligan Avenue,100 Homes Initiative 11625 Buckingham Avenue,0.20476223803733828
22,100 Homes Initiative 12512 Milligan Avenue,100 Homes Initiative 8110 Platt Avenue,0.20476223803733828
23,100 Homes Initiative 12512 Milligan Avenue,100 Homes Initiative 12112 Longmead Avenue,0.20476223803733828
24,100 Homes Initiative 12512 Milligan Avenue,100 Homes Initiative 3283 E. 130th Street,0.1946240243024769
25,100 Homes Initiative 2645 E. 110th Street,100 Homes Initiative 2645 E. 110th Street,0.9999999999999998
26,100 Homes Initiative 2645 E. 110th Street,100 Homes Initiative 3261 E. 130th Street,0.20594396249024843
27,100 Homes Initiative 2645 E. 110th Street,100 Homes Initiative 3295 E. 130th Street,0.20594396249024843
28,100 Homes Initiative 2645 E. 110th Street,100 Homes Initiative 3291 E. 130th Street,0.20594396249024843
29,100 Homes Initiative 2645 E. 110th Street,100 Homes Initiative 3283 E. 130th Street,0.20594396249024843
30,100 Homes Initiative 3193 E. 119th Street,100 Homes Initiative 3193 E. 119th Street,0.9999999999999998
31,100 Homes Initiative 3193 E. 119th Street,100 Homes Initiative 3261 E. 130th Street,0.20594396249024843
32,100 Homes Initiative 3193 E. 119th Street,100 Homes Initiative 3295 E. 130th Street,0.20594396249024843
33,100 Homes Initiative 3193 E. 119th Street,100 Homes Initiative 3291 E. 130th Street,0.20594396249024843
34,100 Homes Initiative 3193 E. 119th Street,100 Homes Initiative 3283 E. 130th Street,0.20594396249024843
35,100 Homes Initiative 3242 W. 115th Street,100 Homes Initiative 3242 W. 115th Street,0.9999999999999998
36,100 Homes Initiative 3242 W. 115th Street,100 Homes Initiative 3261 E. 130th Street,0.20594396249024843
37,100 Homes Initiative 3242 W. 115th Street,100 Homes Initiative 3295 E. 130th Street,0.20594396249024843
38,100 Homes Initiative 3242 W. 115th Street,100 Homes Initiative 3291 E. 130th Street,0.20594396249024843
39,100 Homes Initiative 3242 W. 115th Street,100 Homes Initiative 3283 E. 130th Street,0.20594396249024843
40,100 Homes Initiative 3261 E. 130th Street,100 Homes Initiative 3261 E. 130th Street,1.0
41,100 Homes Initiative 3261 E. 130th Street,100 Homes Initiative 3295 E. 130th Street,0.3220086908093089
42,100 Homes Initiative 3261 E. 130th Street,100 Homes Initiative 3291 E. 130th Street,0.3220086908093089
43,100 Homes Initiative 3261 E. 130th Street,100 Homes Initiative 3283 E. 130th Street,0.3220086908093089
44,100 Homes Initiative 3261 E. 130th Street,100 Homes Initiative 709 E. 162nd Street,0.20730257044827688
45,100 Homes Initiative 3283 E. 130th Street,100 Homes Initiative 3283 E. 130th Street,1.0
46,100 Homes Initiative 3283 E. 130th Street,100 Homes Initiative 3295 E. 130th Street,0.3220086908093089
47,100 Homes Initiative 3283 E. 130th Street,100 Homes Initiative 3291 E. 130th Street,0.3220086908093089
48,100 Homes Initiative 3283 E. 130th Street,100 Homes Initiative 3261 E. 130th Street,0.3220086908093089
49,100 Homes Initiative 3283 E. 130th Street,100 Homes Initiative 709 E. 162nd Street,0.20730257044827688
50,100 Homes Initiative 3291 E. 130th Street,100 Homes Initiative 3291 E. 130th Street,1.0
51,100 Homes Initiative 3291 E. 130th Street,100 Homes Initiative 3295 E. 130th Street,0.3220086908093089
52,100 Homes Initiative 3291 E. 130th Street,100 Homes Initiative 3283 E. 130th Street,0.3220086908093089
53,100 Homes Initiative 3291 E. 130th Street,100 Homes Initiative 3261 E. 130th Street,0.3220086908093089
54,100 Homes Initiative 3291 E. 130th Street,100 Homes Initiative 709 E. 162nd Street,0.20730257044827688
55,100 Homes Initiative 3295 E. 130th Street,100 Homes Initiative 3295 E. 130th Street,1.0
56,100 Homes Initiative 3295 E. 130th Street,100 Homes Initiative 3291 E. 130th Street,0.3220086908093089
57,100 Homes Initiative 3295 E. 130th Street,100 Homes Initiative 3283 E. 130th Street,0.3220086908093089
58,100 Homes Initiative 3295 E. 130th Street,100 Homes Initiative 3261 E. 130th Street,0.3220086908093089
59,100 Homes Initiative 3295 E. 130th Street,100 Homes Initiative 709 E. 162nd Street,0.20730257044827688
60,100 Homes Initiative 3416 E. 134th Street,100 Homes Initiative 3416 E. 134th Street,0.9999999999999998
61,100 Homes Initiative 3416 E. 134th Street,100 Homes Initiative 3261 E. 130th Street,0.20594396249024843
62,100 Homes Initiative 3416 E. 134th Street,100 Homes Initiative 3295 E. 130th Street,0.20594396249024843
63,100 Homes Initiative 3416 E. 134th Street,100 Homes Initiative 3291 E. 130th Street,0.20594396249024843
64,100 Homes Initiative 3416 E. 134th Street,100 Homes Initiative 3283 E. 130th Street,0.20594396249024843
65,100 Homes Initiative 3559 W. 129th Street,100 Homes Initiative 3559 W. 129th Street,0.9999999999999998
66,100 Homes Initiative 3559 W. 129th Street,100 Homes Initiative 3261 E. 130th Street,0.20594396249024843
67,100 Homes Initiative 3559 W. 129th Street,100 Homes Initiative 3295 E. 130th Street,0.20594396249024843
68,100 Homes Initiative 3559 W. 129th Street,100 Homes Initiative 3291 E. 130th Street,0.20594396249024843
69,100 Homes Initiative 3559 W. 129th Street,100 Homes Initiative 3283 E. 130th Street,0.20594396249024843
70,100 Homes Initiative 11805 Guardian Blvd,100 Homes Initiative 11805 Guardian Blvd,0.9999999999999998
71,100 Homes Initiative 11805 Guardian Blvd,100 Homes Initiative 3261 E. 130th Street,0.19507173570188002
72,100 Homes Initiative 11805 Guardian Blvd,100 Homes Initiative 3283 E. 130th Street,0.19507173570188002
73,100 Homes Initiative 11805 Guardian Blvd,100 Homes Initiative 3291 E. 130th Street,0.19507173570188002
74,100 Homes Initiative 11805 Guardian Blvd,100 Homes Initiative 3295 E. 130th Street,0.19507173570188002
75,100 Homes Initiative 2177 W. 95th Street,100 Homes Initiative 2177 W. 95th Street,0.9999999999999998
76,100 Homes Initiative 2177 W. 95th Street,100 Homes Initiative 3261 E. 130th Street,0.20594396249024843
77,100 Homes Initiative 2177 W. 95th Street,100 Homes Initiative 3295 E. 130th Street,0.20594396249024843
78,100 Homes Initiative 2177 W. 95th Street,100 Homes Initiative 3291 E. 130th Street,0.20594396249024843
79,100 Homes Initiative 2177 W. 95th Street,100 Homes Initiative 3283 E. 130th Street,0.20594396249024843
80,100 Homes Initiative 2205 E. 82nd Street,100 Homes Initiative 2205 E. 82nd Street,1.0
81,100 Homes Initiative 2205 E. 82nd Street,100 Homes Initiative 3261 E. 130th Street,0.20675183177044337
82,100 Homes Initiative 2205 E. 82nd Street,100 Homes Initiative 3295 E. 130th Street,0.20675183177044337
83,100 Homes Initiative 2205 E. 82nd Street,100 Homes Initiative 3291 E. 130th Street,0.20675183177044337
84,100 Homes Initiative 2205 E. 82nd Street,100 Homes Initiative 3283 E. 130th Street,0.20675183177044337
85,100 Homes Initiative 3418 W. 54th Street,100 Homes Initiative 3418 W. 54th Street,0.9999999999999996
86,100 Homes Initiative 3418 W. 54th Street,100 Homes Initiative 3261 E. 130th Street,0.20730257044827688
87,100 Homes Initiative 3418 W. 54th Street,100 Homes Initiative 3295 E. 130th Street,0.20730257044827688
88,100 Homes Initiative 3418 W. 54th Street,100 Homes Initiative 3291 E. 130th Street,0.20730257044827688
89,100 Homes Initiative 3418 W. 54th Street,100 Homes Initiative 3283 E. 130th Street,0.20730257044827688
90,100 Homes Initiative 3478 W. 97th Street,100 Homes Initiative 3478 W. 97th Street,0.9999999999999998
91,100 Homes Initiative 3478 W. 97th Street,100 Homes Initiative 3261 E. 130th Street,0.20594396249024843
92,100 Homes Initiative 3478 W. 97th Street,100 Homes Initiative 3283 E. 130th Street,0.20594396249024843
93,100 Homes Initiative 3478 W. 97th Street,100 Homes Initiative 3295 E. 130th Street,0.20594396249024843
94,100 Homes Initiative 3478 W. 97th Street,100 Homes Initiative 3291 E. 130th Street,0.20594396249024843
95,100 Homes Initiative 709 E. 162nd Street,100 Homes Initiative 709 E. 162nd Street,0.9999999999999996
96,100 Homes Initiative 709 E. 162nd Street,100 Homes Initiative 3261 E. 130th Street,0.20730257044827688
97,100 Homes Initiative 709 E. 162nd Street,100 Homes Initiative 3291 E. 130th Street,0.20730257044827688
98,100 Homes Initiative 709 E. 162nd Street,100 Homes Initiative 3295 E. 130th Street,0.20730257044827688
99,100 Homes Initiative 709 E. 162nd Street,100 Homes Initiative 3283 E. 130th Street,0.20730257044827688
100,100 Homes Initiative 8110 Platt Avenue,100 Homes Initiative 8110 Platt Avenue,1.0
101,100 Homes Initiative 8110 Platt Avenue,100 Homes Initiative 11625 Buckingham Avenue,0.20476223803733828
102,100 Homes Initiative 8110 Platt Avenue,100 Homes Initiative 12112 Longmead Avenue,0.20476223803733828
103,100 Homes Initiative 8110 Platt Avenue,100 Homes Initiative 12512 Milligan Avenue,0.20476223803733828
104,100 Homes Initiative 8110 Platt Avenue,100 Homes Initiative 3295 E. 130th Street,0.1946240243024769
105,1001 Glengarry Drive Industrial 1001 Glengarry Drive,1001 Glengarry Drive Industrial 1001 Glengarry Drive,0.9999999999999997
106,1001 Glengarry Drive Industrial 1001 Glengarry Drive,Airtech - 1000 Glengarry Drive 1000 Glengarry Drive,0.24437711081961597
107,1001 Glengarry Drive Industrial 1001 Glengarry Drive,Eastwind Drive Industrial 975 Eastwind Drive,0.0889912844837664
108,1001 Glengarry Drive Industrial 1001 Glengarry Drive,Reinhold Drive Industrial 7712 Reinhold Drive,0.08871757395082512
109,1001 Glengarry Drive Industrial 1001 Glengarry Drive,17th Place Townhomes 1001 18th Street,0.0688882741214527
110,10501 Bunsen Way - B Note 10501 Bunsen Way,10501 Bunsen Way - B Note 10501 Bunsen Way,0.9999999999999996
111,10501 Bunsen Way - B Note 10501 Bunsen Way,Croddy Way Industrial 2610 - 2612 Croddy Way,0.047959299240916055
112,10501 Bunsen Way - B Note 10501 Bunsen Way,Hyacinth's Way Bruce Place SE,0.040632598766822806
113,10501 Bunsen Way - B Note 10501 Bunsen Way,Hyacinth's Way Bruce Place SE,0.040632598766822806
114,10501 Bunsen Way - B Note 10501 Bunsen Way,Foreclosure Redevelopment 7845 Dogwood Way,0.040229847220735845
115,1080 Washington 1080 Washington Avenue,1080 Washington 1080 Washington Avenue,1.0
116,1080 Washington 1080 Washington Avenue,"Holland,  MI OReilly 1000 Washington Avenue",0.14520993765703905
117,1080 Washington 1080 Washington Avenue,Washington Square Village 825 32nd Avenue,0.08695339422059431
118,1080 Washington 1080 Washington Avenue,Paul's Place 2 Leverage Loan 1111 Washington Blvd,0.06720114282487717
119,1080 Washington 1080 Washington Avenue,Paul's Place 2 Leverage Loan 925 Washington Boulevard,0.06684771375347083
120,110 E  Piedmont Avenue 110 E  Piedmont Avenue,110 E  Piedmont Avenue 110 E  Piedmont Avenue,1.0
121,110 E  Piedmont Avenue 110 E  Piedmont Avenue,Foreclosure Redevelopment 110 White Acres Drive,0.07200467387821897
122,110 E  Piedmont Avenue 110 E  Piedmont Avenue,West Village Art Lofts 110 N F Street,0.07062947566507201
123,110 E  Piedmont Avenue 110 E  Piedmont Avenue,Piedmont Place Apartment Homes - Assumption 5817 Garden Village Court,0.06709904482421108
124,110 E  Piedmont Avenue 110 E  Piedmont Avenue,Pinecroft Shopping Center NC 211 & Main St. aka 110-305 Ivey Lane,0.0447208898683867
125,1100 Eastern Ave NE 1100 Eastern Avenue NE,1100 Eastern Ave NE 1100 Eastern Avenue NE,0.9999999999999996
126,1100 Eastern Ave NE 1100 Eastern Avenue NE,5900 Eastern Ave 5900 S Eastern Ave,0.18553742179027038
127,1100 Eastern Ave NE 1100 Eastern Avenue NE,The Avenue Apartments 1211 Saint Claire Avenue NE,0.08618044868259248
128,1100 Eastern Ave NE 1100 Eastern Avenue NE,Royal City II E. Cherry & Apple Ave NE,0.08231453873963473
129,1100 Eastern Ave NE 1100 Eastern Avenue NE,Northgate Shopping Center 1500-1572 125th Ave NE,0.07557403011411085
130,1201 Powell/ 900 Jackson 1201 Powell,1201 Powell/ 900 Jackson 1201 Powell,1.0
131,1201 Powell/ 900 Jackson 1201 Powell,1535 Jackson 1535 Jackson Street,0.07441473953883139
132,1201 Powell/ 900 Jackson 1201 Powell,"Jackson, MI OReilly 300 E Michigan Avenue",0.043169861128855194
133,1201 Powell/ 900 Jackson 1201 Powell,Spring House at Brandywine 900 Reisling Lane,0.03841329018411195
134,1201 Powell/ 900 Jackson 1201 Powell,The Lakes at Town Center 900 Lakeridge Rd,0.03646863031158573
135,1207 Kent Street 1207 Kent Street,1207 Kent Street 1207 Kent Street,1.0
136,1207 Kent Street 1207 Kent Street,830 Kent Street 830 Kent Street,0.267625321914667
137,1207 Kent Street 1207 Kent Street,Summit County Apartments 3663-3693 Kent Road,0.07098100433596996
138,1207 Kent Street 1207 Kent Street,Grant Street 917 Grant Street ,0.026300282083919383
139,1207 Kent Street 1207 Kent Street,43rd Street Apartments 4054 43rd Street,0.025045806810575312
140,1412 14th Street 1412 14th Street,1412 14th Street 1412 14th Street,0.9999999999999998
141,1412 14th Street 1412 14th Street,Grant Street 917 Grant Street ,0.02577267889213114
142,1412 14th Street 1412 14th Street,43rd Street Apartments 4054 43rd Street,0.024543369324467483
143,1412 14th Street 1412 14th Street,43rd Street Apartments 4054 43rd Street,0.024543369324467483
144,1412 14th Street 1412 14th Street,43rd Street Apartments 4046 43rd Street,0.023818657181282163
145,1504-1530 Kenny Road 1504-1530 Kenny Road,1504-1530 Kenny Road 1504-1530 Kenny Road,1.0
146,1504-1530 Kenny Road 1504-1530 Kenny Road,Green Road Office Building 3637 Green Road,0.020066360884182025
147,1504-1530 Kenny Road 1504-1530 Kenny Road,60 Mansfield Road 60 Mansfield Road,0.019795914593343105
148,1504-1530 Kenny Road 1504-1530 Kenny Road,Sheldon Road Industrial 18665 to18753 Sheldon Road,0.01922516813575156
149,1504-1530 Kenny Road 1504-1530 Kenny Road,Walgreens 2605 Raeford Road,0.017916718801670645
150,1535 Jackson 1535 Jackson Street,1535 Jackson 1535 Jackson Street,0.9999999999999999
151,1535 Jackson 1535 Jackson Street,"Jackson, MI OReilly 300 E Michigan Avenue",0.08446043237087796
152,1535 Jackson 1535 Jackson Street,1201 Powell/ 900 Jackson 1201 Powell,0.07441473953883139
153,1535 Jackson 1535 Jackson Street,High Point at Jackson Walk 238 West Deaderick,0.0686334764206503
154,1535 Jackson 1535 Jackson Street,Grant Street 917 Grant Street ,0.017861466653572192
155,160 Bethlehem Pike 160 Bethlehem Pike,160 Bethlehem Pike 160 Bethlehem Pike,1.0
156,160 Bethlehem Pike 160 Bethlehem Pike,Ultimo Motors East 150-160 W. Ogden Avenue,0.06642122734658235
157,160 Bethlehem Pike 160 Bethlehem Pike,Bond Street Fund 18 1120 & 1150 W. State of Franklin Rd and 3905 Lebanon Pike,0.043956902210492414
158,160 Bethlehem Pike 160 Bethlehem Pike,"RJ Lloyd Portfolio Tamarack Creek (160 units)  4137 Secor Road, Toledo, OH 43623
Alexor Apartments (120 units)  5631 & 5635 Secor Road, Toledo, OH 43623
Jackman Grove (64 units)  4435 & 4449 Jackman Road, Toledo, OH 43612
Picadilly West (240 units)  540 W Alexis Road, Toledo, OH 43612
Picadilly East (368 units)  2750 Pickle Road, Oregon, OH 43616",0.01961091688098706
159,160 Bethlehem Pike 160 Bethlehem Pike,"Impact Portfolio (Bank/Bridge) - Pool 2 1005 S Stewart Rd., Mission, TX 78572; 1707 E Blanchard Ave, Hutchinson, KS 67501; 224 Pitcher Park SE, Devils Lake, ND 58301; 4971 Pleasant Ave, Fairfield, OH 45014; 110 Jones St, Hamlet, NC 28345; 26 Pattie Dr., Oakwood, IL 61858; 2101 3rd St. NW, Minot, ND 58703; 8105 Research Blvd, Austin, TX 78758; 6000 Beth Ave, Canton, OH 44706; 3525 OH-59, Ravenna, OH 44266; 4668 Herner County Line Rd, Southington, OH 44470; 608 Blaine Pike, Portland, IN 47371; 4835 Sturgis Rd., Rapid City, SD 57702; 271 Green St., Springport, MI 49284; 5101 Leonard Rd, Bryan, TX 77807; 2201 N Hwy 77, Wahoo, NE 68066; 783 Willow Bend Place, Fenton, MO 63026",0.01422158382319764
160,17 South Apartments US 17 South & Marginal Road,17 South Apartments US 17 South & Marginal Road,1.0
161,17 South Apartments US 17 South & Marginal Road,Lee Walker Heights- RAD 17 Wilbar Ave,0.05815803840390815
162,17 South Apartments US 17 South & Marginal Road,South Plaza Storage 4588 South Plaza Trail,0.0544891350885879
163,17 South Apartments US 17 South & Marginal Road,Village on South Carpenter (2019) 1474 South Carpenter Road,0.05325895637679923
164,17 South Apartments US 17 South & Marginal Road,"Santa Barbara Plaza 7, 17, 29, 35, and 53 S. Milpas Street",0.04713198765865896
165,1700 Merrimac Street  1700 Merrimac Street ,1700 Merrimac Street  1700 Merrimac Street ,1.0
166,1700 Merrimac Street  1700 Merrimac Street ,Shoppes at Merrimac 455 Merrimac Trail,0.13920361451779573
167,1700 Merrimac Street  1700 Merrimac Street ,1700 Santa Fe 1700 S. Santa Fe Avenue,0.10484972869448966
168,1700 Merrimac Street  1700 Merrimac Street ,Harlem Gardens 1700 Edmondson Avenue,0.0877957042997087
169,1700 Merrimac Street  1700 Merrimac Street ,Grant Street 917 Grant Street ,0.026300282083919383
170,1700 Santa Fe 1700 S. Santa Fe Avenue,1700 Santa Fe 1700 S. Santa Fe Avenue,1.0
171,1700 Santa Fe 1700 S. Santa Fe Avenue,1700 Merrimac Street  1700 Merrimac Street ,0.10484972869448966
172,1700 Santa Fe 1700 S. Santa Fe Avenue,Harlem Gardens 1700 Edmondson Avenue,0.08904838358900591
173,1700 Santa Fe 1700 S. Santa Fe Avenue,Fountainhead Santa Ana 1230 E McFadden Ave,0.06328476385242061
174,1700 Santa Fe 1700 S. Santa Fe Avenue,"Santa Barbara Plaza 7, 17, 29, 35, and 53 S. Milpas Street",0.04649446217868712
175,17th Place Townhomes 1001 18th Street,17th Place Townhomes 1001 18th Street,0.9999999999999998
176,17th Place Townhomes 1001 18th Street,Bayberry Place Townhomes Sup 2 2300 Deewood Drive,0.09800732283093752
177,17th Place Townhomes 1001 18th Street,Kennedy Park Townhomes 18721 17th Avenue North,0.08027855546831163
178,17th Place Townhomes 1001 18th Street,1001 Glengarry Drive Industrial 1001 Glengarry Drive,0.0688882741214527
179,17th Place Townhomes 1001 18th Street,Riverland Woods 1001 Riverland Woods Place,0.06497429923844684
180,1800 Onzaga Street 1800 Onzaga Street,1800 Onzaga Street 1800 Onzaga Street,1.0
181,1800 Onzaga Street 1800 Onzaga Street,Weston Kentucky Industrial Portflio - Refi 2019 1800 Production Court,0.0672282477712299
182,1800 Onzaga Street 1800 Onzaga Street,Grant Street 917 Grant Street ,0.02596617399208491
183,1800 Onzaga Street 1800 Onzaga Street,43rd Street Apartments 4054 43rd Street,0.024727635062636054
184,1800 Onzaga Street 1800 Onzaga Street,43rd Street Apartments 4054 43rd Street,0.024727635062636054
185,1923 West Farms - Compass 6 Refi 1923 West Farms Road,1923 West Farms - Compass 6 Refi 1923 West Farms Road,0.9999999999999998
186,1923 West Farms - Compass 6 Refi 1923 West Farms Road,McKee Farms 3110 Fincher Farms Road,0.1544326569815096
187,1923 West Farms - Compass 6 Refi 1923 West Farms Road,332 West Bland Street 332 West Bland Street,0.029228437055167877
188,1923 West Farms - Compass 6 Refi 1923 West Farms Road,Pontiac West 660 E. South Blvd,0.027349985237208867
189,1923 West Farms - Compass 6 Refi 1923 West Farms Road,Bennett Industrial Refi 1953-2005 Hammondville Road,0.027039606348622108
190,2045 Donald Lee Hollowell Parkway 2045 Donald Lee Hollowell Parkway,2045 Donald Lee Hollowell Parkway 2045 Donald Lee Hollowell Parkway,1.0
191,2045 Donald Lee Hollowell Parkway 2045 Donald Lee Hollowell Parkway,Parkside at Quarry Yards 1314 Donald Lee Hollowell Parkway,0.4171063369180654
192,2045 Donald Lee Hollowell Parkway 2045 Donald Lee Hollowell Parkway,Lori Lee Estates 1 Lori Lee Drive,0.07541570580148428
193,2045 Donald Lee Hollowell Parkway 2045 Donald Lee Hollowell Parkway,Ventana Apartments 5095 E Donald Avenue,0.062293890551358685
194,2045 Donald Lee Hollowell Parkway 2045 Donald Lee Hollowell Parkway,Workout Anytime 2045 South Horner Blvd,0.058028719142665955
195,2069 Bruckner 2069 Bruckner Boulevard,2069 Bruckner 2069 Bruckner Boulevard,1.0
196,2069 Bruckner 2069 Bruckner Boulevard,Scott Boulevard Senior Residences 1665 Scott Boulevard,0.04127820169283509
197,2069 Bruckner 2069 Bruckner Boulevard,Scott Boulevard Senior Residences 1665 Scott Boulevard,0.04127820169283509
198,2069 Bruckner 2069 Bruckner Boulevard,Executive Boulevard Industrial III 6094-6104 Executive Boulevard,0.0363110240196058
199,2069 Bruckner 2069 Bruckner Boulevard,The Angel 8545 Sepulveda Boulevard,0.03224925597902454
200,21 Pearl Street 21 Pearl Street,21 Pearl Street 21 Pearl Street,1.0
201,21 Pearl Street 21 Pearl Street,Bond Street 21 2019 Loan 715 Louisville Rd,0.10953532116739868
202,21 Pearl Street 21 Pearl Street,Bond Street 21 2019 Loan 1225 Veterans Parkway,0.10883007631777562
203,21 Pearl Street 21 Pearl Street,Eagle Market Place 21 Eagle Street,0.08106898742827917
204,21 Pearl Street 21 Pearl Street,New Construction 5319/21 Urquhart,0.07570383039681164
205,22 on the River - Refinance 740 River Drive,22 on the River - Refinance 740 River Drive,1.0000000000000002
206,22 on the River - Refinance 740 River Drive,Predevelopment LOC 2019 4609 Rocky River Drive,0.09798812664923921
207,22 on the River - Refinance 740 River Drive,Predevelopment LOC 2019 4609 Rocky River Drive,0.09798812664923921
208,22 on the River - Refinance 740 River Drive,Rogue River Portfolio 701 N River Rd,0.0864416422551081
209,22 on the River - Refinance 740 River Drive,River Gates Apartments 3000 West River Parkway,0.07799740412009637
210,221 West Grand Avenue 221 W Grand Avenue,221 West Grand Avenue 221 W Grand Avenue,1.0000000000000002
211,221 West Grand Avenue 221 W Grand Avenue,Grand Villa MHC 2526 W Grand St,0.11596606158667545
212,221 West Grand Avenue 221 W Grand Avenue,Grand Pre Apartments-Refinance 215 County Road B2 E,0.05821003349468359
213,221 West Grand Avenue 221 W Grand Avenue,Clinton West 3007 Clinton Avenue,0.03804346058474398
214,221 West Grand Avenue 221 W Grand Avenue,Lexington Market 400 West Lexington Avenue,0.034865753684934254
215,231 Meed and 5511 Raeford - Refinance 5511 Raeford Road,231 Meed and 5511 Raeford - Refinance 5511 Raeford Road,0.9999999999999996
216,231 Meed and 5511 Raeford - Refinance 5511 Raeford Road,231 Meed and 5511 Raeford - Refinance 231 Meed Court,0.6626756398723903
217,231 Meed and 5511 Raeford - Refinance 5511 Raeford Road,Walgreens 2605 Raeford Road,0.1580869818788661
218,231 Meed and 5511 Raeford - Refinance 5511 Raeford Road,"NOAH Homeownership Project  603 Virginia Ave, 225 Montgomery Ave, and 231 Montgomery Ave",0.03303109715729023
219,231 Meed and 5511 Raeford - Refinance 5511 Raeford Road,Canal Road Warehouse-Refinance 5535-5555 Canal Road,0.030886224878538177
220,231 Meed and 5511 Raeford - Refinance 231 Meed Court,231 Meed and 5511 Raeford - Refinance 231 Meed Court,0.9999999999999994
221,231 Meed and 5511 Raeford - Refinance 231 Meed Court,231 Meed and 5511 Raeford - Refinance 5511 Raeford Road,0.6626756398723903
222,231 Meed and 5511 Raeford - Refinance 231 Meed Court,Walgreens 2605 Raeford Road,0.052460834862381255
223,231 Meed and 5511 Raeford - Refinance 231 Meed Court,"NOAH Homeownership Project  603 Virginia Ave, 225 Montgomery Ave, and 231 Montgomery Ave",0.049079209899432374
224,231 Meed and 5511 Raeford - Refinance 231 Meed Court,Fleming Court 1008 SW Fleming Court,0.027291864799756323
225,2505 Palmyra 2505 Palmyra,2505 Palmyra 2505 Palmyra,1.0
226,2505 Palmyra 2505 Palmyra,2620 Palmyra 2620 Palmyra,0.19703784004143524
227,2505 Palmyra 2505 Palmyra,A Brush With Kindness 2936 Palmyra,0.11883561732633557
228,2505 Palmyra 2505 Palmyra,Chrin Commerce Center (Lot 29) 2505 Hollo Road,0.09035199612934723
229,2620 Palmyra 2620 Palmyra,2620 Palmyra 2620 Palmyra,1.0
230,2620 Palmyra 2620 Palmyra,2505 Palmyra 2505 Palmyra,0.19703784004143524
231,2620 Palmyra 2620 Palmyra,A Brush With Kindness 2936 Palmyra,0.1173101443146945
232,2650 Quantico Ave 2650 Quantico Ave,2650 Quantico Ave 2650 Quantico Ave,1.0
233,2650 Quantico Ave 2650 Quantico Ave,5900 Eastern Ave 5900 S Eastern Ave,0.034529115501079455
234,2650 Quantico Ave 2650 Quantico Ave,360 Second Ave 360 Second Ave,0.033455026207545216
235,2650 Quantico Ave 2650 Quantico Ave,"Amsterdam Avenue 2110 Amsterdam Ave, 2185 Amsterdam Ave, 2488 7th Ave, 2794 8th Ave",0.032072477174499694
236,2650 Quantico Ave 2650 Quantico Ave,"NOAH Homeownership Project  603 Virginia Ave, 225 Montgomery Ave, and 231 Montgomery Ave",0.02883837666177734
237,3200 Fourth Avenue - 2019 Blend & Extend 3200 Fourth Avenue,3200 Fourth Avenue - 2019 Blend & Extend 3200 Fourth Avenue,0.9999999999999994
238,3200 Fourth Avenue - 2019 Blend & Extend 3200 Fourth Avenue,Doubletree Irvine Spectrum (Blend & Extend) 90 Pacifica,0.10363000120504756
239,3200 Fourth Avenue - 2019 Blend & Extend 3200 Fourth Avenue,Havenpark Montana - Bridge 3200 King Avenue West,0.07152396401874035
